"SYSTEM","PARENTID","DEPARTMENT","DESCRIPTION","SYNTURF_Location","System_Type","Turf_Type","Infill_Material","JOP","Maint_By","Maint_By_Spec","Construction_Entity","Construction_Entity_Spec","Contract_Type","Contract_Number","Commission_Date","RETIRED","Borough","Shape","FeatureStatus"
"R109-SYNTURF-0114","R109","R-01","CPL. Thompson Park","Broadway and Wayne Street","Field Group","Infill","EPDM","false","DPR","NULL","DPR","NULL","Capital","R109-107M","09/01/2023","False","R","MULTIPOLYGON (((-74.11919377908637 40.6384462995791, -74.11924048714552 40.63845946267586, -74.11928896750223 40.63846814833319, -74.11933848107788 40.63847222223784, -74.11938827710526 40.638471624833215, -74.11941440518572 40.63843436932558, -74.11938584118667 40.63842099655305, -74.11966583927341 40.638022687580204, -74.1196971354848 40.63803367466487, -74.11972131280908 40.63799910106218, -74.11970882705052 40.63798250307717, -74.11969493576441 40.63796656663463, -74.11967970054418 40.63795136010955, -74.11966318534226 40.637936949172655, -74.11964546356141 40.63792339588296, -74.11962661096368 40.63791075959536, -74.1196067080295 40.63789909425672, -74.11958584232538 40.637888450204585, -74.11862050803055 40.63749467039647, -74.11860219584831 40.63748728521344, -74.11858326596469 40.63748086782257, -74.11856380472882 40.637475449652705, -74.11854390438748 40.63747105492249, -74.11852365599728 40.63746770334925, -74.11850315652052 40.63746541194278, -74.11848249817808 40.63746419051361, -74.11846177909506 40.63746404526428, -74.11810939250284 40.63796501829039, -74.1181343578284 40.63799049265694, -74.11816307568218 40.63801355877472, -74.1181951494911 40.63803389826483, -74.11823013427886 40.63805122971926, -74.11919377908637 40.6384462995791)))","Active"
"R105-SYNTURF-0113","R105","R-01","Prall Playground","Forest Avenue and Elizabeth Street","Field Group","Non-Infill","Not Applicable","true","DPR","NULL","DPR","NULL","Capital","CNYG-1508M PLANYC","05/02/2022","False","R","MULTIPOLYGON (((-74.11873015139194 40.62858407178455, -74.11856181241181 40.62842600334234, -74.1185130211591 40.628459724106946, -74.11848358349295 40.62843640485183, -74.11848420874291 40.62843640420749, -74.11848357122615 40.62842949517087, -74.11840777694786 40.62836452685926, -74.11840399637258 40.62834880586405, -74.11842154820783 40.628337433124244, -74.11837470261536 40.62829462109296, -74.11829495673669 40.62829398815763, -74.11824364098814 40.62832781136354, -74.11825433700447 40.62833680826914, -74.11825592993264 40.628353961545926, -74.11779328966254 40.62865869171274, -74.11784752526992 40.62869378704911, -74.11790633528896 40.62872430752758, -74.11796905721246 40.62874990982211, -74.11803498725777 40.62877030558184, -74.11810694383682 40.62878318657366, -74.11818021926405 40.62879059100064, -74.11825409476808 40.62879244845827, -74.1183278504844 40.62878873897442, -74.11840076546702 40.62877949931245, -74.1184721271406 40.62876482026026, -74.11854123720904 40.62874484572342, -74.11860742110588 40.62871976911322, -74.11863986627336 40.62870344252141, -74.11867075418851 40.6286854470623, -74.11869993844547 40.62866587113928, -74.11872727855479 40.62864480675178, -74.11873180345205 40.62863771318197, -74.11873519067277 40.628630261479266, -74.11873739430557 40.628622555250935, -74.11873838145159 40.62861470439459, -74.11873813812653 40.628606820589205, -74.11873666925416 40.62859901369322, -74.1187339939431 40.62859139445087, -74.11873015139194 40.62858407178455)))","Active"
"Q205A-SYNTURF-0112","Q205A","Q-02","Big Bush Park","61st Street and Laurel Hill Boulevard","Field Group","Non-Infill","Not Applicable","false","DPR","NULL","DPR","NULL","Capital","Q205A-108M","08/01/2023","False","Q","MULTIPOLYGON (((-73.90239116805417 40.73931622684168, -73.90237571590542 40.73933136118738, -73.9023619589562 40.73934741368522, -73.9023499932626 40.739364276356305, -73.90233989831952 40.7393818322026, -73.902331745336 40.73939996331842, -73.90232558777443 40.73941854367834, -73.90232146962478 40.7394374481495, -73.90231941831024 40.73945654618171, -73.90231934440634 40.73946577092168, -73.90231809020841 40.73947494603311, -73.90231566768317 40.73948398417686, -73.90231210063261 40.73949280072532, -73.90230742233017 40.739501311058795, -73.90230167551393 40.73950943506829, -73.90229491712667 40.73951709445776, -73.9022872112053 40.739524217240735, -73.90227208566645 40.739536177559025, -73.9022587283786 40.739549299230184, -73.90224729228834 40.73956343199981, -73.90223790786528 40.739578413887834, -73.90223068309943 40.739594072989355, -73.90222570112942 40.73961023017439, -73.90222301787466 40.739626699085484, -73.90222266557743 40.7396432924446, -73.90223226134837 40.73979572415045, -73.90225232397628 40.739798249094655, -73.90227183457093 40.73980261060294, -73.90229050316645 40.73980874449343, -73.90230805167562 40.7398165595794, -73.90232422099037 40.739825939476056, -73.90233877097673 40.73983674620264, -73.90235148521442 40.73984881748493, -73.90236217453531 40.739861975763, -73.90254647180379 40.73987227067949, -73.90285327541362 40.73993320790386, -73.90291293440048 40.7399033262335, -73.90318556774442 40.73918387076818, -73.90314351154268 40.73912852260833, -73.90255756307688 40.73900023724408, -73.9024900229828 40.739032862212184, -73.90246560059877 40.73907214329904, -73.9024688083462 40.73908391205216, -73.90242360728432 40.73921360003275, -73.90243104434344 40.73922349841302, -73.90241469423137 40.739270558610414, -73.90239116805417 40.73931622684168)))","Active"
"M011-SYNTURF-0111","M011","M-04","Chelsea Park","10th Avenue and West 28th Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","Capital","M011-109M","01/02/2023","False","M","MULTIPOLYGON (((-74.00200470075248 40.75021384115741, -74.0011183844302 40.74984163893848, -74.00104273707112 40.74985342907252, -74.00103533303138 40.74986318792267, -74.00079221337815 40.750183643903874, -74.00078972919299 40.750189861013936, -74.00078865765137 40.75019630774334, -74.00078902953828 40.750202800388614, -74.00079083301091 40.75020915164466, -74.00079401833484 40.75021518141052, -74.00079849196386 40.75022071769011, -74.00080412956473 40.75022560109458, -74.00081076654482 40.75022969294704, -74.00147166653139 40.75050828402001, -74.00160605179954 40.7505649303492, -74.00170780982457 40.75060824592032, -74.00177708729335 40.750593137085005, -74.00202091745524 40.750263903601095, -74.00202290426176 40.75025964507364, -74.00202436650392 40.75025526678808, -74.00202529471005 40.75025080386438, -74.00202567940846 40.75024629502441, -74.00202542823472 40.75024160609438, -74.00202444765155 40.75023697300857, -74.00202275068628 40.75023246150366, -74.00202036220719 40.75022813461457, -74.00201731655547 40.75022405357501, -74.00201365399262 40.75022027601668, -74.00200942898931 40.75021685596894, -74.00200470075248 40.75021384115741)))","Active"
"M003-SYNTURF-0110","M003","M-09","Annunciation Playground","Amsterdam Avenue and West 134th Street","Field Group","Infill","Uncoated Sand","false","DPR","NULL","Other","Take The Field","Unknown","NULL","10/02/2023","False","M","MULTIPOLYGON (((-73.95225005541128 40.81844853576843, -73.95225893060615 40.818450889739644, -73.95226822276254 40.8184519714811, -73.95227761898063 40.81845174484326, -73.95228680158817 40.81845021689868, -73.95229546236335 40.818447439748695, -73.95230330846462 40.81844350602336, -73.95231007665397 40.81843854978803, -73.95231553804538 40.81843273663957, -73.95247866277495 40.81821275592623, -73.95248330041046 40.81820517925768, -73.9524860359778 40.81819708582059, -73.95248677682723 40.818188749327874, -73.95248549905318 40.81818044982417, -73.95248224512726 40.81817246828189, -73.95247712390712 40.81816507399423, -73.95247030945795 40.81815851466926, -73.95246203038677 40.81815301372413, -73.95213959720745 40.81801552938278, -73.9521291515056 40.81801156466206, -73.95211782618765 40.818009405070995, -73.95210615338658 40.81800915168593, -73.95209468426364 40.81801081734273, -73.95208395819327 40.81801432302194, -73.95207447905211 40.81801950414224, -73.95206669506476 40.81802611685566, -73.95206097153326 40.81803384884213, -73.95189901248143 40.818260021272636, -73.95189543757677 40.81826655378491, -73.95189359768878 40.81827348864247, -73.95189356649787 40.81828056293107, -73.951895341828 40.81828750830185, -73.95189885749375 40.81829405908058, -73.95190397973344 40.818299967574795, -73.95191051431812 40.818305007678546, -73.95191821128273 40.81830898928256, -73.95225005541128 40.81844853576843)))","Active"
"B192A-SYNTURF-0109","B192A","B-10","Fort Hamilton Athletic Field","Colonial Road and 83rd Street","Field Group","Infill","Uncoated Sand","false","DPR","NULL","DPR","NULL","Capital","B192-100M","06/03/2019","False","B","MULTIPOLYGON (((-74.03816218623996 40.626562404055825, -74.03814026423753 40.626521313402236, -74.03811270686937 40.626482241777246, -74.03807982760576 40.62644563753186, -74.0380420037198 40.626411918378004, -74.03799966919665 40.62638147229148, -74.03795330645318 40.626354645808206, -74.03790344870326 40.62633174672543, -74.03785066458963 40.62631303780318, -74.03717580936352 40.62615450624066, -74.03707524002938 40.62614454924847, -74.03697399914748 40.62614906734197, -74.03687564410768 40.626167902687975, -74.03678362920253 40.62620039230647, -74.03670118982511 40.62624539512147, -74.03663122312486 40.626301329817906, -74.0365761852155 40.62636623070247, -74.03653801202542 40.62643781796528, -74.03651804487504 40.62651357514432, -74.03651698442427 40.62659084099012, -74.03653486825527 40.626666899523194, -74.0365710685513 40.626739079091934, -74.03662431341029 40.62680484331987, -74.03669273179842 40.62686188024549, -74.0367739197779 40.62690818605354, -74.03686502327886 40.626942134392976, -74.03753902003605 40.62710393513525, -74.03759829021138 40.627110591321426, -74.03765816153785 40.62711224219074, -74.03771790710789 40.62710886906984, -74.03777680477423 40.62710051091853, -74.03783413951751 40.6270872697321, -74.03788921644657 40.62706930693496, -74.03794136670629 40.62704683977636, -74.03798995929695 40.6270201404257, -74.03799217313221 40.62680229312801, -74.03801090827847 40.62675344273618, -74.03816218623996 40.626562404055825)))","Active"
"X034-SYNTURF-0099","X034","X-04","Mullaly Park","Jerome Avenue and West 166th Street","Field Group","Infill","Coated Sand","false","DPR","NULL","DPR","NULL","In House","NULL","09/02/2022","False","X","MULTIPOLYGON (((-73.92416691078428 40.8341384939184, -73.92438277061454 40.83372687823819, -73.92404275290836 40.83361126543282, -73.92382053592975 40.83402133373992, -73.92416691078428 40.8341384939184)))","Active"
"M227-SYNTURF-0050","M227","M-06","Peter's Field","E 21st Street & 2nd Ave","Field Group","Infill","Coated Sand","true","DPR","NULL",,"NULL",,"NULL","07/01/2021","False","M","MULTIPOLYGON (((-73.98189416910205 40.735969420980915, -73.98141405346284 40.73577228007239, -73.98140868876274 40.73576618276866, -73.98109755256813 40.7361868844702, -73.98158839736239 40.73639215368356, -73.98189416910205 40.735969420980915)))","Active"
"M158-SYNTURF-0048","M158","M-06","Robert Moses Playground","E 41st Street & 1st Ave","Field Group","Infill","Coated Sand","false","DPR","NULL","Other",,,"NULL","06/25/2021","False","M","MULTIPOLYGON (((-73.96967373494962 40.74856082811108, -73.96964423087921 40.74854863649019, -73.9696790996068 40.748566924149415, -73.9700063294707 40.748138172548664, -73.96999023594415 40.748132076431794, -73.96959326989031 40.747953259646536, -73.96927408649121 40.74839217264423, -73.96967373494962 40.74856082811108)))","Active"
"M076-SYNTURF-0047","M076","M-06","St. Vartan Park","E 35th Street & 1st Ave","Field Group","Infill","Coated Sand","false","DPR","NULL",,"NULL",,"NULL","06/21/2021","False","M","MULTIPOLYGON (((-73.9745553542628 40.7452343758338, -73.97453389700341 40.74522624762127, -73.9739518574422 40.74497833225116, -73.97367290816936 40.74537662234118, -73.97426567626212 40.745618439671475, -73.97426986890189 40.745618439707684, -73.9745553542628 40.7452343758338)), ((-73.97426986890189 40.745618439707684, -73.97426835848213 40.745620472714066, -73.9742710410885 40.745618439969526, -73.97426986890189 40.745618439707684)))","Active"
"B008-SYNTURF-0070","B008","B-16","Betsy Head Park","Thomas S Boyland St and Livonia Av","Play Area","Infill","Coated Sand",,,"NULL",,"NULL",,"NULL","11/02/2020","False","B","MULTIPOLYGON (((-73.91285298306714 40.6623719133904, -73.91281510281976 40.66222595775737, -73.9121910045205 40.66231988241163, -73.91222888463818 40.662465838249496, -73.91285298306714 40.6623719133904)))","Active"
"B087-SYNTURF-0069","B087","B-07","Sunset Park","7th Avenue and 44th Street","Play Area","Non-Infill","Non-Infill","false",,"NULL",,"NULL",,"NULL","12/20/2012","False","B","MULTIPOLYGON (((-74.00280454763977 40.64671815590465, -74.00277614233364 40.6467455809645, -74.00277737493705 40.646761810967945, -74.00306796312931 40.64693642840067, -74.00311342492502 40.64693096643877, -74.00313808004664 40.646904649936026, -74.00315521690946 40.646875071958796, -74.00316412621484 40.64684346263735, -74.00316443680192 40.64681113403823, -74.00315613455946 40.64677942793356, -74.00313956596737 40.646749663570574, -74.00311541917517 40.64672307463662, -74.00308469680598 40.646700767836506, -74.00305220844407 40.64668501774549, -74.00301646788799 40.64667409270535, -74.00297869879883 40.64666836729672, -74.00294019103454 40.64666803689708, -74.00290226045401 40.64667311137816, -74.00286620635691 40.646683419609765, -74.00283325946535 40.6466986076598, -74.00280454763977 40.64671815590465)))","Active"
"B350-SYNTURF-0069","B350","B-08","Stroud Playground","Park Place and Classon Avenue","Play Area","Non-Infill","Not Applicable",,,"NULL",,"NULL",,"NULL","01/01/2019","False","B","MULTIPOLYGON (((-73.96158083300223 40.67478940142433, -73.96145371011835 40.67476277209975, -73.96144788404317 40.67476234690568, -73.96144205512358 40.67476275018412, -73.96143642443839 40.67476396759427, -73.96143118716873 40.67476595687738, -73.96142652313503 40.674768649654666, -73.9614225944301 40.67477195322753, -73.96141953595645 40.674775752375275, -73.9614174542383 40.674779917459595, -73.96135507667562 40.674952528850454, -73.9613535896711 40.67495705884184, -73.96135328772665 40.67496172340802, -73.96135418514011 40.67496634245081, -73.96135624534759 40.67497074035745, -73.96135938920051 40.6749747496055, -73.96136349851096 40.67497821616718, -73.96136841486417 40.67498100761342, -73.96137395144346 40.67498301762072, -73.96150122963937 40.67500968040356, -73.96158083300223 40.67478940142433)))","Active"
"B431-SYNTURF-0065","B431","B-02","Brooklyn Bridge Park","Furman Street and Joralemon Street","Field Group","Non-Infill","Not Applicable","false","Other","Brooklyn Bridge Park Conservancy","Unknown","NULL","Unknown","NULL","06/01/2022","False","B","MULTIPOLYGON (((-74.00099414056201 40.69416732053931, -74.00053649252887 40.69493976627625, -74.00239031705557 40.69558304821535, -74.00285420795966 40.69481107138595, -74.00099414056201 40.69416732053931)))","Active"
"X210-SYNTURF-0029","X210","X-01","Governor Smith Playground","Morris Avenue and East 153rd Street","Field Group","Infill","Rubber Crumb","true","DOE","NULL","Unknown","NULL","Unknown","NULL","09/01/2016","False","X","MULTIPOLYGON (((-73.92113163635427 40.81978999414211, -73.92107408447885 40.81977476248392, -73.92128955981497 40.81929420933412, -73.9213014321343 40.81926015524881, -73.92138133630733 40.819278746482546, -73.92151769498703 40.81897641925049, -73.92152169076681 40.81896132244037, -73.92152366937873 40.818945997331994, -73.92152360812025 40.81893059879556, -73.92152151036397 40.81891528351966, -73.921517394895 40.81890020550199, -73.92151130539126 40.81888551785655, -73.9215033021285 40.81887137100699, -73.92149346672858 40.81885790638643, -73.92144420294989 40.81880590786604, -73.92138360345328 40.818761353206796, -73.921313582068 40.818725649372595, -73.92123634927077 40.8186999216764, -73.92115434228953 40.81868498401859, -73.92107015046942 40.81868130732048, -73.9209864299491 40.81868900776064, -73.92090582544239 40.81870784131859, -73.92088571876313 40.81871578611526, -73.92086685122243 40.818725324737734, -73.92084944105142 40.81873634657531, -73.92083368753573 40.81874872479529, -73.9208197745726 40.8187623154453, -73.92080786118176 40.81877696284916, -73.92079808624999 40.81879249690903, -73.9207905625989 40.8188087376036, -73.92045188494757 40.81956973486902, -73.9204486367482 40.819584908698765, -73.92044738090621 40.819600253196285, -73.92044812827301 40.81961561618533, -73.92045087191768 40.81963084727803, -73.92045809934422 40.81964738628347, -73.92046719434 40.81966338357704, -73.92047808948466 40.81967871934586, -73.9204906995742 40.819693276466, -73.92054062180016 40.81973975219351, -73.9205998263472 40.819779442745386, -73.92066673914744 40.819811290741974, -73.92073957961996 40.81983444847918, -73.92081640568904 40.81984830047351, -73.9208951754093 40.81985247701315, -73.92097379081272 40.81984686679574, -73.92105015836138 40.81983162057202, -73.92106178107895 40.819828301194384, -73.92107308799342 40.81982440348051, -73.9210840304861 40.81981994360624, -73.92109455756236 40.819814942248215, -73.92110462533745 40.819809421888806, -73.92111418874153 40.81980340500986, -73.92112320625424 40.81979691949842, -73.92113163635427 40.81978999414211)))","Active"
